CONUS_10KM,Precip_5_mm,Precip_6_mm,Precip_7_mm,Precip_8_mm,Precip_10_mm,temp_5_c,temp_6_c,temp_7_c,temp_8_c,temp_10_c
79368,87.0,87.0,76.0,54.0,26.0,14.4,20.0,23.400000000000002,22.0,10.100000000000001
79369,87.0,88.0,76.0,54.0,27.0,14.600000000000001,20.1,23.5,22.200000000000003,10.200000000000001
79370,89.0,90.0,78.0,55.0,28.0,14.5,20.0,23.5,22.200000000000003,10.200000000000001
79371,89.0,92.0,78.0,57.0,29.0,14.600000000000001,20.1,23.400000000000002,22.3,10.200000000000001
79372,90.0,93.0,79.0,58.0,29.0,14.700000000000001,20.200000000000003,23.400000000000002,22.3,10.200000000000001
79373,90.0,96.0,80.0,61.0,30.0,14.600000000000001,20.200000000000003,23.400000000000002,22.3,10.100000000000001
79374,91.0,97.0,80.0,63.0,30.0,14.8,20.5,23.6,22.400000000000002,10.200000000000001
79375,90.0,97.0,79.0,64.0,31.0,15.100000000000001,20.8,23.8,22.6,10.3
79376,91.0,98.0,80.0,64.0,31.0,15.200000000000001,20.900000000000002,24.0,22.700000000000003,10.4
79377,92.0,98.0,81.0,65.0,31.0,15.3,20.900000000000002,23.900000000000002,22.700000000000003,10.600000000000001
79378,93.0,98.0,82.0,66.0,32.0,15.4,20.900000000000002,23.900000000000002,22.6,10.700000000000001
79379,94.0,100.0,84.0,68.0,33.0,15.100000000000001,20.700000000000003,23.6,22.400000000000002,10.700000000000001
79380,95.0,101.0,83.0,68.0,33.0,15.200000000000001,20.700000000000003,23.700000000000003,22.400000000000002,10.8
79381,96.0,102.0,83.0,69.0,34.0,15.3,20.700000000000003,23.700000000000003,22.400000000000002,10.700000000000001
79382,96.0,103.0,82.0,70.0,36.0,15.4,20.900000000000002,23.900000000000002,22.5,10.8
79383,98.0,104.0,83.0,71.0,37.0,15.4,20.900000000000002,23.900000000000002,22.5,10.700000000000001
79384,99.0,104.0,83.0,72.0,38.0,15.5,21.0,23.900000000000002,22.400000000000002,10.700000000000001
79385,100.0,105.0,83.0,73.0,39.0,15.600000000000001,21.1,24.0,22.5,10.700000000000001
79386,102.0,104.0,83.0,74.0,39.0,15.600000000000001,21.1,24.1,22.5,10.700000000000001
79387,103.0,103.0,83.0,75.0,39.0,15.700000000000001,21.200000000000003,24.1,22.700000000000003,10.9
79388,104.0,102.0,82.0,75.0,38.0,15.9,21.5,24.3,22.900000000000002,11.100000000000001
79389,104.0,100.0,81.0,75.0,37.0,16.1,21.700000000000003,24.400000000000002,23.1,11.3
79390,103.0,100.0,80.0,75.0,37.0,16.2,21.8,24.5,23.200000000000003,11.5
79391,103.0,100.0,80.0,75.0,38.0,16.3,21.900000000000002,24.6,23.200000000000003,11.600000000000001
79392,104.0,101.0,81.0,75.0,41.0,16.400000000000002,22.0,24.6,23.3,11.600000000000001
79393,105.0,102.0,81.0,76.0,44.0,16.5,22.1,24.700000000000003,23.3,11.700000000000001
79394,105.0,103.0,82.0,77.0,45.0,16.6,22.1,24.700000000000003,23.400000000000002,11.9
79395,105.0,103.0,84.0,79.0,46.0,16.6,22.200000000000003,24.700000000000003,23.400000000000002,11.9
79396,105.0,104.0,85.0,81.0,47.0,16.6,22.3,24.900000000000002,23.6,12.0
79397,104.0,105.0,85.0,83.0,48.0,16.6,22.3,24.900000000000002,23.700000000000003,12.100000000000001
79398,104.0,104.0,84.0,85.0,49.0,16.7,22.1,24.8,23.6,12.0
79399,105.0,104.0,83.0,86.0,49.0,16.6,22.200000000000003,24.8,23.6,12.100000000000001
79400,105.0,105.0,82.0,87.0,49.0,16.8,22.1,24.8,23.5,12.100000000000001
79401,106.0,107.0,83.0,89.0,50.0,16.7,22.0,24.700000000000003,23.400000000000002,12.0
79402,106.0,106.0,83.0,91.0,53.0,16.7,22.1,24.8,23.5,11.9
79403,105.0,106.0,84.0,93.0,54.0,16.8,22.3,25.1,23.8,12.0
79404,107.0,107.0,88.0,96.0,55.0,16.900000000000002,22.400000000000002,25.200000000000003,23.8,12.0
79405,108.0,107.0,90.0,98.0,57.0,16.8,22.400000000000002,25.200000000000003,23.700000000000003,12.0
79406,110.0,107.0,94.0,99.0,58.0,16.7,22.3,24.900000000000002,23.5,11.9
79407,111.0,108.0,96.0,101.0,59.0,16.5,22.1,24.6,23.3,11.8
79408,112.0,109.0,99.0,102.0,59.0,16.5,21.900000000000002,24.5,23.200000000000003,11.8
79409,112.0,109.0,101.0,102.0,60.0,16.5,21.8,24.400000000000002,23.0,11.8
79410,111.0,109.0,102.0,101.0,60.0,16.6,21.900000000000002,24.400000000000002,23.0,11.9
79411,110.0,110.0,102.0,100.0,61.0,17.0,22.1,24.700000000000003,23.200000000000003,12.0
79822,86.0,78.0,67.0,47.0,19.0,14.3,20.1,23.6,22.200000000000003,10.3
79823,85.0,78.0,67.0,47.0,20.0,14.3,20.200000000000003,23.700000000000003,22.3,10.200000000000001
79824,84.0,79.0,67.0,47.0,20.0,14.5,20.3,23.8,22.5,10.3
79825,84.0,80.0,69.0,49.0,21.0,14.700000000000001,20.5,24.1,22.6,10.5
79826,84.0,82.0,71.0,50.0,21.0,14.9,20.700000000000003,24.3,22.8,10.700000000000001
79827,84.0,83.0,72.0,51.0,22.0,14.8,20.5,24.1,22.6,10.5
79828,84.0,83.0,72.0,51.0,23.0,14.600000000000001,20.200000000000003,23.700000000000003,22.3,10.200000000000001
79829,84.0,82.0,72.0,51.0,23.0,14.4,20.1,23.5,22.1,10.0
79830,85.0,83.0,73.0,51.0,24.0,14.4,20.0,23.400000000000002,21.900000000000002,9.8
79831,87.0,85.0,75.0,52.0,25.0,14.4,19.900000000000002,23.3,22.0,10.0
79832,88.0,87.0,76.0,53.0,27.0,14.5,20.0,23.400000000000002,22.1,10.100000000000001
79833,89.0,89.0,77.0,54.0,28.0,14.4,20.0,23.400000000000002,22.200000000000003,10.200000000000001
79834,90.0,91.0,78.0,56.0,29.0,14.4,19.900000000000002,23.3,22.1,10.0
79835,90.0,93.0,79.0,58.0,29.0,14.5,20.1,23.3,22.200000000000003,10.100000000000001
79836,90.0,94.0,79.0,60.0,30.0,14.700000000000001,20.3,23.5,22.400000000000002,10.200000000000001
79837,90.0,95.0,78.0,62.0,30.0,15.0,20.700000000000003,23.900000000000002,22.6,10.3
79838,90.0,96.0,79.0,63.0,31.0,15.100000000000001,20.8,23.8,22.6,10.3
79839,91.0,97.0,80.0,65.0,31.0,15.100000000000001,20.8,23.8,22.6,10.3
79840,92.0,98.0,81.0,66.0,31.0,15.200000000000001,20.700000000000003,23.8,22.5,10.5
79841,93.0,99.0,83.0,67.0,32.0,14.9,20.5,23.5,22.3,10.5
79842,93.0,100.0,84.0,67.0,32.0,15.100000000000001,20.6,23.6,22.400000000000002,10.700000000000001
79843,94.0,101.0,83.0,68.0,33.0,15.200000000000001,20.700000000000003,23.700000000000003,22.400000000000002,10.8
79844,95.0,103.0,82.0,69.0,34.0,15.200000000000001,20.700000000000003,23.6,22.400000000000002,10.700000000000001
79845,96.0,104.0,82.0,69.0,36.0,15.4,20.900000000000002,23.8,22.400000000000002,10.700000000000001
79846,96.0,104.0,82.0,70.0,37.0,15.5,21.0,23.900000000000002,22.6,10.700000000000001
79847,98.0,105.0,82.0,71.0,38.0,15.600000000000001,21.0,24.0,22.5,10.600000000000001
79848,99.0,105.0,82.0,72.0,39.0,15.700000000000001,21.1,24.1,22.6,10.600000000000001
79849,101.0,105.0,82.0,73.0,40.0,15.700000000000001,21.200000000000003,24.0,22.5,10.600000000000001
79850,102.0,104.0,82.0,74.0,39.0,15.700000000000001,21.200000000000003,24.1,22.6,10.8
79851,103.0,102.0,81.0,74.0,38.0,15.9,21.400000000000002,24.200000000000003,22.700000000000003,11.0
79852,103.0,101.0,80.0,74.0,37.0,16.0,21.5,24.3,22.900000000000002,11.200000000000001
79853,101.0,99.0,79.0,74.0,36.0,16.1,21.700000000000003,24.400000000000002,23.1,11.4
79854,101.0,99.0,79.0,74.0,37.0,16.2,21.8,24.5,23.200000000000003,11.4
79855,103.0,100.0,80.0,74.0,40.0,16.400000000000002,22.0,24.6,23.3,11.600000000000001
79856,105.0,102.0,82.0,75.0,43.0,16.5,22.0,24.700000000000003,23.3,11.8
79857,105.0,103.0,83.0,76.0,45.0,16.6,22.1,24.700000000000003,23.3,11.9
79858,106.0,104.0,84.0,78.0,46.0,16.6,22.1,24.700000000000003,23.400000000000002,11.9
79859,106.0,105.0,85.0,81.0,47.0,16.7,22.200000000000003,24.8,23.5,11.9
79860,105.0,105.0,84.0,83.0,49.0,16.6,22.200000000000003,24.900000000000002,23.5,12.0
79861,105.0,105.0,83.0,85.0,50.0,16.7,22.1,24.8,23.6,12.0
79862,105.0,105.0,82.0,86.0,50.0,16.7,22.1,24.700000000000003,23.5,12.0
79863,106.0,105.0,81.0,87.0,50.0,16.7,22.1,24.700000000000003,23.5,12.0
79864,107.0,107.0,81.0,89.0,52.0,16.6,22.0,24.700000000000003,23.3,11.9
79865,107.0,106.0,81.0,91.0,54.0,16.7,22.1,24.8,23.5,11.9
79866,107.0,105.0,82.0,93.0,56.0,16.8,22.200000000000003,25.0,23.6,11.9
79867,109.0,107.0,85.0,96.0,58.0,16.7,22.200000000000003,25.0,23.5,11.8
79868,110.0,108.0,88.0,98.0,58.0,16.8,22.400000000000002,25.0,23.5,11.9
79869,110.0,108.0,91.0,99.0,58.0,16.7,22.3,24.900000000000002,23.5,11.9
79870,111.0,108.0,93.0,100.0,58.0,16.6,22.0,24.700000000000003,23.400000000000002,11.8
79871,111.0,108.0,96.0,100.0,58.0,16.6,22.0,24.6,23.3,11.9
79872,110.0,108.0,97.0,100.0,58.0,16.7,22.0,24.6,23.3,12.0
79873,109.0,109.0,99.0,100.0,58.0,16.8,22.0,24.6,23.200000000000003,12.0
79874,109.0,110.0,99.0,99.0,59.0,17.0,22.200000000000003,24.700000000000003,23.3,12.100000000000001
80284,87.0,76.0,67.0,46.0,19.0,14.200000000000001,20.0,23.6,22.200000000000003,10.200000000000001
80285,86.0,76.0,65.0,45.0,20.0,14.100000000000001,20.0,23.6,22.1,10.100000000000001
80286,85.0,76.0,65.0,45.0,20.0,14.200000000000001,20.0,23.6,22.1,10.100000000000001
80287,84.0,77.0,66.0,46.0,20.0,14.4,20.200000000000003,23.8,22.3,10.3
80288,84.0,79.0,68.0,47.0,20.0,14.600000000000001,20.400000000000002,24.0,22.6,10.4
80289,84.0,80.0,69.0,48.0,21.0,14.8,20.6,24.1,22.700000000000003,10.600000000000001
80290,84.0,81.0,70.0,49.0,22.0,14.700000000000001,20.400000000000002,23.900000000000002,22.5,10.4
80291,83.0,81.0,71.0,49.0,22.0,14.700000000000001,20.3,23.8,22.3,10.3
80292,84.0,81.0,71.0,50.0,23.0,14.5,20.1,23.6,22.200000000000003,10.100000000000001
80293,85.0,82.0,72.0,50.0,24.0,14.5,20.0,23.5,22.0,10.0
80294,87.0,84.0,74.0,51.0,25.0,14.4,20.0,23.400000000000002,22.0,10.100000000000001
80295,89.0,86.0,76.0,52.0,27.0,14.5,20.0,23.400000000000002,22.200000000000003,10.100000000000001
80296,89.0,88.0,77.0,53.0,28.0,14.4,20.0,23.5,22.200000000000003,10.200000000000001
80297,90.0,90.0,77.0,55.0,28.0,14.5,20.0,23.400000000000002,22.3,10.100000000000001
80298,89.0,91.0,77.0,56.0,28.0,14.8,20.3,23.6,22.5,10.3
80299,89.0,93.0,78.0,59.0,29.0,14.9,20.5,23.700000000000003,22.5,10.3
80300,90.0,95.0,79.0,61.0,30.0,14.8,20.400000000000002,23.6,22.400000000000002,10.100000000000001
80301,91.0,96.0,80.0,64.0,31.0,14.9,20.5,23.6,22.5,10.200000000000001
80302,92.0,98.0,82.0,66.0,31.0,14.600000000000001,20.200000000000003,23.3,22.200000000000003,10.100000000000001
80303,92.0,99.0,83.0,67.0,32.0,14.700000000000001,20.200000000000003,23.3,22.1,10.200000000000001
80304,93.0,100.0,84.0,67.0,32.0,14.8,20.3,23.400000000000002,22.1,10.4
80305,92.0,100.0,84.0,67.0,32.0,15.0,20.6,23.5,22.400000000000002,10.700000000000001
80306,93.0,101.0,83.0,67.0,33.0,15.100000000000001,20.6,23.6,22.400000000000002,10.600000000000001
80307,93.0,102.0,82.0,68.0,34.0,15.4,20.8,23.8,22.5,10.700000000000001
80308,94.0,103.0,82.0,69.0,36.0,15.3,20.700000000000003,23.700000000000003,22.5,10.600000000000001
80309,96.0,104.0,82.0,70.0,38.0,15.3,20.700000000000003,23.700000000000003,22.400000000000002,10.5
80310,97.0,105.0,82.0,71.0,39.0,15.5,20.900000000000002,23.900000000000002,22.5,10.5
80311,99.0,106.0,82.0,72.0,40.0,15.5,21.0,23.900000000000002,22.400000000000002,10.4
80312,100.0,105.0,82.0,73.0,40.0,15.5,21.0,24.0,22.400000000000002,10.5
80313,101.0,103.0,81.0,73.0,38.0,15.8,21.200000000000003,24.1,22.6,10.700000000000001
80314,102.0,102.0,81.0,73.0,37.0,15.8,21.3,24.0,22.700000000000003,10.8
80315,103.0,101.0,80.0,74.0,37.0,15.8,21.3,24.1,22.700000000000003,11.0
80316,102.0,100.0,79.0,73.0,37.0,15.8,21.3,24.0,22.700000000000003,11.100000000000001
80317,102.0,100.0,79.0,73.0,37.0,16.1,21.6,24.3,23.0,11.4
80318,103.0,101.0,80.0,73.0,40.0,16.400000000000002,21.900000000000002,24.5,23.200000000000003,11.600000000000001
80319,104.0,101.0,81.0,73.0,42.0,16.7,22.200000000000003,24.8,23.400000000000002,11.9
80320,105.0,103.0,83.0,75.0,44.0,16.6,22.1,24.6,23.400000000000002,11.9
80321,106.0,105.0,84.0,78.0,46.0,16.5,22.0,24.6,23.3,11.8
80322,106.0,106.0,84.0,81.0,48.0,16.6,22.200000000000003,24.6,23.400000000000002,11.9
80323,106.0,106.0,83.0,83.0,49.0,16.6,22.200000000000003,24.8,23.5,12.0
80324,106.0,106.0,82.0,85.0,50.0,16.7,22.200000000000003,24.8,23.5,11.9
80325,106.0,106.0,81.0,86.0,50.0,16.7,22.1,24.700000000000003,23.400000000000002,12.0
80326,107.0,107.0,80.0,87.0,51.0,16.6,22.0,24.700000000000003,23.400000000000002,11.9
80327,108.0,109.0,80.0,90.0,52.0,16.5,21.900000000000002,24.5,23.200000000000003,11.8
80328,108.0,108.0,80.0,92.0,55.0,16.5,21.900000000000002,24.6,23.200000000000003,11.700000000000001
80329,110.0,107.0,81.0,94.0,58.0,16.6,22.0,24.700000000000003,23.200000000000003,11.700000000000001
80330,112.0,109.0,84.0,97.0,60.0,16.6,22.1,24.8,23.200000000000003,11.600000000000001
80331,113.0,109.0,87.0,98.0,61.0,16.7,22.1,24.8,23.200000000000003,11.700000000000001
80332,111.0,108.0,89.0,98.0,59.0,16.7,22.200000000000003,24.8,23.400000000000002,11.8
80333,111.0,108.0,90.0,98.0,57.0,16.8,22.200000000000003,24.8,23.400000000000002,11.9
80334,110.0,108.0,92.0,99.0,58.0,16.6,22.0,24.5,23.200000000000003,11.8
80335,109.0,108.0,94.0,98.0,58.0,16.6,22.0,24.5,23.200000000000003,11.9
80336,108.0,109.0,97.0,99.0,57.0,16.8,22.0,24.5,23.200000000000003,12.0
80337,108.0,110.0,98.0,99.0,56.0,17.1,22.200000000000003,24.700000000000003,23.3,12.200000000000001
80734,70.0,69.0,66.0,45.0,19.0,12.3,17.900000000000002,21.6,20.400000000000002,8.8
80735,72.0,70.0,67.0,45.0,19.0,12.5,18.2,21.900000000000002,20.700000000000003,9.0
80736,73.0,71.0,66.0,44.0,20.0,12.9,18.7,22.400000000000002,21.1,9.3
80737,76.0,74.0,69.0,46.0,20.0,12.600000000000001,18.5,22.200000000000003,20.900000000000002,9.200000000000001
80738,77.0,76.0,69.0,46.0,20.0,12.600000000000001,18.5,22.200000000000003,21.0,9.200000000000001
80739,79.0,78.0,70.0,46.0,20.0,12.8,18.6,22.400000000000002,21.1,9.4
80740,80.0,81.0,70.0,46.0,19.0,12.8,18.7,22.400000000000002,21.3,9.4
80741,81.0,82.0,70.0,46.0,19.0,13.0,18.900000000000002,22.5,21.400000000000002,9.600000000000001
80742,83.0,81.0,70.0,47.0,20.0,13.3,19.1,22.8,21.700000000000003,9.8
80743,85.0,80.0,69.0,47.0,21.0,13.600000000000001,19.400000000000002,23.1,21.900000000000002,10.0
80744,86.0,79.0,69.0,47.0,21.0,14.0,19.700000000000003,23.400000000000002,22.3,10.200000000000001
80745,87.0,77.0,68.0,46.0,20.0,14.3,20.1,23.700000000000003,22.3,10.4
80746,87.0,76.0,67.0,45.0,20.0,14.3,20.1,23.700000000000003,22.3,10.3
80747,86.0,75.0,66.0,45.0,19.0,14.200000000000001,20.0,23.700000000000003,22.200000000000003,10.200000000000001
80748,85.0,74.0,63.0,43.0,20.0,14.3,20.0,23.700000000000003,22.200000000000003,10.100000000000001
80749,83.0,74.0,62.0,43.0,20.0,14.5,20.200000000000003,23.8,22.400000000000002,10.200000000000001
80750,83.0,75.0,64.0,44.0,20.0,14.600000000000001,20.200000000000003,23.900000000000002,22.400000000000002,10.3
80751,83.0,77.0,66.0,45.0,20.0,14.600000000000001,20.3,23.900000000000002,22.5,10.4
80752,83.0,78.0,68.0,46.0,21.0,14.700000000000001,20.400000000000002,24.0,22.6,10.5
80753,82.0,79.0,68.0,47.0,21.0,14.700000000000001,20.400000000000002,24.0,22.5,10.4
80754,82.0,79.0,69.0,47.0,22.0,14.700000000000001,20.400000000000002,23.900000000000002,22.5,10.4
80755,83.0,79.0,69.0,48.0,23.0,14.700000000000001,20.400000000000002,23.8,22.400000000000002,10.3
80756,85.0,80.0,71.0,49.0,24.0,14.700000000000001,20.200000000000003,23.700000000000003,22.200000000000003,10.200000000000001
80757,87.0,82.0,73.0,50.0,25.0,14.700000000000001,20.200000000000003,23.6,22.3,10.200000000000001
80758,88.0,84.0,75.0,51.0,26.0,14.700000000000001,20.3,23.700000000000003,22.400000000000002,10.3
80759,88.0,86.0,76.0,52.0,27.0,14.700000000000001,20.200000000000003,23.8,22.5,10.200000000000001
80760,88.0,88.0,77.0,53.0,27.0,14.700000000000001,20.200000000000003,23.6,22.5,10.100000000000001
80761,90.0,91.0,78.0,56.0,28.0,14.600000000000001,20.200000000000003,23.5,22.400000000000002,10.100000000000001
80762,90.0,92.0,78.0,58.0,29.0,14.600000000000001,20.200000000000003,23.5,22.3,10.0
80763,91.0,95.0,80.0,61.0,30.0,14.5,20.1,23.3,22.200000000000003,10.0
80764,92.0,97.0,81.0,64.0,31.0,14.4,20.0,23.1,22.0,9.8
80765,92.0,98.0,82.0,66.0,31.0,14.5,20.1,23.3,22.1,10.0
80766,93.0,99.0,84.0,68.0,32.0,14.4,20.0,23.1,21.900000000000002,10.0
80767,92.0,99.0,84.0,67.0,32.0,14.700000000000001,20.200000000000003,23.3,22.200000000000003,10.4
80768,92.0,100.0,84.0,67.0,32.0,14.9,20.400000000000002,23.5,22.400000000000002,10.600000000000001
80769,92.0,101.0,83.0,67.0,33.0,15.100000000000001,20.6,23.6,22.400000000000002,10.600000000000001
80770,92.0,102.0,83.0,68.0,35.0,15.100000000000001,20.5,23.5,22.3,10.600000000000001
80771,93.0,103.0,83.0,69.0,37.0,15.200000000000001,20.5,23.5,22.3,10.5
80772,95.0,104.0,82.0,70.0,38.0,15.200000000000001,20.700000000000003,23.6,22.400000000000002,10.5
80773,96.0,104.0,82.0,70.0,39.0,15.4,20.8,23.8,22.400000000000002,10.5
80774,98.0,105.0,83.0,72.0,40.0,15.3,20.700000000000003,23.700000000000003,22.3,10.3
80775,99.0,104.0,82.0,72.0,39.0,15.600000000000001,21.0,23.900000000000002,22.5,10.4
80776,100.0,103.0,82.0,73.0,39.0,15.5,20.900000000000002,23.8,22.400000000000002,10.5
80777,101.0,102.0,81.0,73.0,38.0,15.600000000000001,21.0,23.8,22.400000000000002,10.700000000000001
80778,102.0,101.0,79.0,72.0,37.0,15.700000000000001,21.1,23.900000000000002,22.5,10.9
80779,103.0,101.0,80.0,73.0,37.0,15.700000000000001,21.1,23.900000000000002,22.6,10.9
80780,102.0,101.0,80.0,73.0,38.0,15.9,21.400000000000002,24.1,22.8,11.200000000000001
80781,103.0,101.0,81.0,74.0,40.0,16.2,21.700000000000003,24.400000000000002,23.0,11.5
80782,104.0,102.0,82.0,74.0,42.0,16.400000000000002,21.900000000000002,24.5,23.3,11.700000000000001
80783,105.0,104.0,83.0,76.0,43.0,16.6,22.0,24.6,23.3,11.8
80784,106.0,106.0,84.0,78.0,46.0,16.400000000000002,21.900000000000002,24.5,23.200000000000003,11.600000000000001
80785,106.0,107.0,84.0,81.0,48.0,16.5,21.900000000000002,24.5,23.200000000000003,11.700000000000001
80786,107.0,108.0,82.0,83.0,49.0,16.6,22.1,24.700000000000003,23.3,11.8
80787,106.0,108.0,82.0,84.0,50.0,16.6,22.1,24.700000000000003,23.3,11.8
80788,107.0,109.0,81.0,86.0,50.0,16.6,22.1,24.700000000000003,23.3,11.8
80789,108.0,110.0,80.0,88.0,51.0,16.6,21.900000000000002,24.6,23.3,11.8
80790,109.0,111.0,80.0,90.0,53.0,16.400000000000002,21.8,24.5,23.1,11.700000000000001
80791,109.0,110.0,80.0,92.0,55.0,16.400000000000002,21.8,24.5,23.0,11.600000000000001
80792,111.0,109.0,80.0,94.0,59.0,16.6,22.0,24.700000000000003,23.1,11.600000000000001
80793,114.0,110.0,83.0,96.0,62.0,16.7,22.1,24.8,23.1,11.600000000000001
80794,114.0,111.0,85.0,97.0,62.0,16.7,22.200000000000003,24.8,23.200000000000003,11.600000000000001
80795,112.0,110.0,86.0,97.0,60.0,16.6,22.1,24.8,23.200000000000003,11.8
80796,110.0,108.0,87.0,97.0,59.0,16.8,22.200000000000003,24.700000000000003,23.400000000000002,11.9
80797,110.0,108.0,89.0,97.0,59.0,16.6,22.0,24.5,23.1,11.8
80798,108.0,107.0,91.0,96.0,58.0,16.8,22.1,24.6,23.3,12.0
80799,108.0,108.0,95.0,96.0,57.0,16.8,22.1,24.6,23.200000000000003,12.100000000000001
80800,108.0,109.0,97.0,97.0,57.0,16.900000000000002,22.200000000000003,24.700000000000003,23.3,12.100000000000001
81195,67.0,67.0,64.0,45.0,18.0,11.8,17.400000000000002,21.200000000000003,20.0,8.5
81196,69.0,68.0,65.0,45.0,19.0,12.0,17.5,21.3,20.1,8.6
81197,71.0,70.0,66.0,45.0,20.0,12.200000000000001,17.8,21.5,20.400000000000002,8.8
81198,73.0,71.0,67.0,45.0,20.0,12.3,18.0,21.700000000000003,20.5,8.9
81199,75.0,73.0,68.0,45.0,21.0,12.4,18.2,21.900000000000002,20.6,8.9
81200,75.0,74.0,68.0,45.0,21.0,12.4,18.2,22.0,20.8,9.0
81201,77.0,76.0,68.0,45.0,20.0,12.700000000000001,18.6,22.200000000000003,21.0,9.3
81202,77.0,78.0,67.0,44.0,20.0,13.0,18.900000000000002,22.5,21.3,9.4
81203,79.0,81.0,68.0,45.0,19.0,12.8,18.8,22.5,21.200000000000003,9.4
81204,81.0,83.0,69.0,46.0,20.0,12.9,18.8,22.5,21.3,9.5
81205,83.0,82.0,68.0,47.0,21.0,13.200000000000001,19.1,22.8,21.700000000000003,9.700000000000001
81206,85.0,80.0,68.0,48.0,22.0,13.5,19.3,23.0,21.900000000000002,9.9
81207,85.0,79.0,68.0,48.0,22.0,13.700000000000001,19.5,23.200000000000003,22.0,10.0
81208,86.0,77.0,67.0,46.0,21.0,14.100000000000001,19.8,23.5,22.200000000000003,10.200000000000001
81209,87.0,76.0,67.0,45.0,21.0,14.0,19.700000000000003,23.3,21.900000000000002,10.0
81210,86.0,75.0,65.0,44.0,20.0,14.0,19.6,23.3,21.900000000000002,10.0
81211,84.0,74.0,63.0,44.0,20.0,13.9,19.700000000000003,23.3,21.8,9.9
81212,83.0,74.0,63.0,43.0,20.0,14.0,19.6,23.3,21.8,9.8
81213,81.0,73.0,63.0,43.0,20.0,14.200000000000001,19.8,23.5,22.1,10.0
81214,81.0,74.0,64.0,43.0,20.0,14.600000000000001,20.200000000000003,23.900000000000002,22.5,10.3
81215,81.0,75.0,66.0,44.0,21.0,14.700000000000001,20.3,24.0,22.6,10.5
81216,79.0,74.0,64.0,43.0,21.0,14.9,20.400000000000002,24.1,22.700000000000003,10.600000000000001
81217,80.0,75.0,66.0,45.0,22.0,14.8,20.3,23.900000000000002,22.5,10.4
81218,81.0,77.0,68.0,46.0,23.0,14.8,20.400000000000002,23.900000000000002,22.5,10.3
81219,84.0,79.0,70.0,48.0,24.0,14.8,20.3,23.8,22.400000000000002,10.3
81220,86.0,81.0,72.0,49.0,25.0,14.8,20.400000000000002,23.8,22.400000000000002,10.3
81221,88.0,83.0,74.0,51.0,26.0,14.8,20.3,23.8,22.400000000000002,10.200000000000001
81222,88.0,85.0,76.0,52.0,26.0,14.700000000000001,20.200000000000003,23.6,22.5,10.200000000000001
81223,90.0,88.0,78.0,54.0,27.0,14.4,20.0,23.3,22.200000000000003,9.9
81224,90.0,90.0,78.0,56.0,28.0,14.3,19.900000000000002,23.200000000000003,22.1,9.9
81225,91.0,92.0,79.0,59.0,28.0,14.4,19.900000000000002,23.200000000000003,22.0,9.8
81226,92.0,94.0,80.0,62.0,29.0,14.3,19.900000000000002,23.1,22.0,9.8
81227,93.0,96.0,82.0,65.0,31.0,14.200000000000001,19.700000000000003,22.900000000000002,21.8,9.700000000000001
81228,92.0,98.0,83.0,67.0,31.0,14.3,19.900000000000002,23.1,21.900000000000002,9.8
81229,92.0,98.0,83.0,67.0,32.0,14.5,20.0,23.1,22.0,10.100000000000001
81230,91.0,99.0,84.0,67.0,32.0,14.700000000000001,20.200000000000003,23.3,22.200000000000003,10.3
81231,91.0,100.0,84.0,67.0,32.0,14.9,20.400000000000002,23.400000000000002,22.200000000000003,10.5
81232,91.0,101.0,84.0,68.0,33.0,14.700000000000001,20.200000000000003,23.200000000000003,22.200000000000003,10.4
81233,92.0,102.0,84.0,69.0,35.0,14.8,20.200000000000003,23.200000000000003,22.1,10.3
81234,92.0,103.0,82.0,69.0,37.0,15.100000000000001,20.5,23.6,22.3,10.4
81235,93.0,103.0,82.0,70.0,38.0,15.200000000000001,20.6,23.6,22.3,10.4
81236,95.0,104.0,83.0,71.0,39.0,15.200000000000001,20.5,23.5,22.200000000000003,10.3
81237,96.0,103.0,83.0,70.0,39.0,15.4,20.700000000000003,23.700000000000003,22.400000000000002,10.4
81238,98.0,104.0,84.0,72.0,39.0,15.3,20.6,23.6,22.3,10.3
81239,99.0,102.0,83.0,74.0,39.0,15.4,20.8,23.6,22.3,10.4
81240,100.0,102.0,82.0,74.0,38.0,15.4,20.8,23.700000000000003,22.3,10.600000000000001
81241,101.0,101.0,81.0,73.0,37.0,15.600000000000001,21.0,23.8,22.5,10.8
81242,102.0,101.0,80.0,73.0,37.0,15.700000000000001,21.200000000000003,23.900000000000002,22.6,11.0
81243,102.0,101.0,80.0,74.0,38.0,15.9,21.400000000000002,24.1,22.8,11.200000000000001
81244,103.0,102.0,81.0,74.0,40.0,16.0,21.6,24.3,23.0,11.4
81245,104.0,103.0,82.0,76.0,41.0,16.2,21.6,24.3,23.0,11.4
81246,105.0,105.0,83.0,77.0,43.0,16.2,21.8,24.3,23.1,11.5
81247,105.0,106.0,83.0,78.0,45.0,16.400000000000002,21.8,24.400000000000002,23.1,11.5
81248,105.0,107.0,83.0,80.0,46.0,16.5,22.0,24.6,23.3,11.700000000000001
81249,106.0,108.0,82.0,82.0,49.0,16.6,22.0,24.6,23.3,11.700000000000001
81250,106.0,109.0,82.0,84.0,50.0,16.6,22.0,24.6,23.3,11.700000000000001
81251,107.0,111.0,80.0,86.0,51.0,16.5,22.0,24.6,23.3,11.600000000000001
